name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Tata New Safari DICOR 2.2 EX 4x2,2011,316983,155560,Diesel,Individual,Manual,Second Owner
Maruti Swift VDI,2014,346726,52009,Diesel,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Highline,2014,571484,77634,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2018,380577,33425,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZXI,2015,555017,115781,Petrol,Individual,Manual,Second Owner
Toyota Fortuner 2.8 4WD AT BSIV,2019,2935959,35745,Diesel,Individual,Automatic,First Owner
Tata Indica Vista Quadrajet LS,2016,117870,153009,Diesel,Individual,Manual,Fourth & Above Owner
Toyota Etios GD,2012,271585,118480,Diesel,Individual,Manual,First Owner
Honda Jazz 1.2 V i VTEC,2018,554310,28586,Petrol,Dealer,Manual,First Owner
Ford Figo Diesel LXI,2009,218453,81653,Diesel,Dealer,Manual,Second Owner
Hyundai Santro Xing XG,2003,80294,60875,Petrol,Individual,Manual,First Owner
Audi Q5 2.0 TDI,2012,1281476,182454,Diesel,Dealer,Automatic,First Owner
Ford Figo Diesel Titanium,2008,208990,99123,Diesel,Individual,Manual,Second Owner
Maruti 800 AC,2005,86015,86082,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 CRDI,2013,283519,142399,Diesel,Individual,Manual,Third Owner
Volkswagen Vento Diesel Highline,2013,320030,114192,Diesel,Individual,Manual,Second Owner
Honda WR-V i-VTEC VX,2016,734883,22100,Petrol,Dealer,Manual,Second Owner
Hyundai Santro Magna BSIV,2018,541751,1076,Petrol,Individual,Manual,First Owner
Hyundai EON Magna Plus,2015,309927,73328,Petrol,Individual,Manual,First Owner
Maruti Ritz LDi,2015,407772,86722,Diesel,Individual,Manual,Second Owner
Tata Manza Aura (ABS) Safire BS IV,2012,157687,44698,Petrol,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,2013,600939,87107,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2012,580805,88312,Diesel,Individual,Manual,First Owner
Maruti 800 AC,2004,59507,113751,Petrol,Individual,Manual,Second Owner
Tata Indigo Grand Petrol,2015,246404,61774,Petrol,Individual,Manual,Second Owner
Maruti Vitara Brezza VDi Option,2017,685227,47647,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Quadrajet LX,2011,140368,74155,Diesel,Individual,Manual,First Owner
Maruti Wagon R LXI,2008,180556,32659,Petrol,Dealer,Manual,First Owner
Renault KWID RXL BSIV,2015,313176,16399,Petrol,Dealer,Manual,First Owner
Mahindra Xylo H4,2019,622055,16132,Diesel,Individual,Manual,Third Owner
Maruti Alto LXi,2007,109386,76543,Petrol,Individual,Manual,Second Owner
Renault KWID RXL BSIV,2017,357336,16832,Petrol,Dealer,Manual,First Owner
Hyundai i20 Magna Optional 1.4 CRDi,2015,423948,48748,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 Sportz,2013,413671,10265,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,552247,40358,Diesel,Individual,Manual,Second Owner
Maruti Swift VXI Deca,2016,542324,32522,Petrol,Individual,Manual,First Owner
Maruti Alto K10 VXI,2015,159959,56791,Petrol,Individual,Manual,First Owner
Maruti Swift VXI,2019,558546,15098,Petrol,Individual,Manual,First Owner
Honda Jazz 1.5 S i DTEC,2016,467723,63449,Diesel,Dealer,Manual,First Owner
Mahindra XUV500 AT W10 AWD,2018,1217984,17120,Diesel,Individual,Automatic,Second Owner
Hyundai Santro Xing XL eRLX Euro III,2006,124479,89914,Petrol,Dealer,Manual,Second Owner
Hyundai Creta 1.6 CRDi SX,2017,586256,47730,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2011,501104,81252,Diesel,Individual,Manual,Second Owner
Maruti Alto LXI,2005,61003,22577,Petrol,Individual,Manual,Second Owner
Maruti Zen LXi - BS III,2004,129870,31755,Petrol,Dealer,Manual,First Owner
Tata Indigo CR4,2009,158130,60828,Diesel,Individual,Manual,Second Owner
Chevrolet Aveo 1.4,2006,86249,73848,Petrol,Individual,Manual,Second Owner
Maruti Ciaz Zeta BSIV,2017,898788,10597,Petrol,Individual,Manual,First Owner
Mahindra Supro VX 8 Str,2016,511058,160652,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo 1.1 LXI BSIII,2006,153301,93195,Petrol,Individual,Manual,Second Owner
Honda City i-VTEC CVT ZX,2020,1086344,13473,Petrol,Dealer,Automatic,Test Drive Car
Maruti Vitara Brezza VDi Option,2015,700243,55443,Diesel,Individual,Manual,Second Owner
Tata New Safari 4X2,2008,549051,68932,Petrol,Individual,Manual,Second Owner
Hyundai i20 Asta Option 1.4 CRDi,2017,593303,49468,Diesel,Individual,Manual,Second Owner
Tata Indica Vista TDI LS,2013,158625,167651,Diesel,Individual,Manual,Third Owner
Maruti SX4 Celebration Petrol,2013,227405,85765,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2015,343400,32493,Petrol,Individual,Manual,First Owner
Mahindra Bolero DI,2013,329136,111870,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2012,184773,64120,Petrol,Dealer,Manual,Second Owner
Maruti Ertiga VDI,2011,687395,99594,Diesel,Individual,Manual,Second Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2010,100474,91478,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai Verna CRDi SX,2010,256284,123247,Diesel,Individual,Manual,Second Owner
Hyundai Getz 1.5 CRDi GVS,2008,119718,143491,Diesel,Individual,Manual,Third Owner
Maruti Eeco 5 Seater Standard BSIV,2017,404691,5004,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,254469,147952,Diesel,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2017,945764,22565,Diesel,Individual,Manual,First Owner
Maruti 800 AC,2009,63905,60331,Petrol,Individual,Manual,First Owner
Mahindra Scorpio S11 BSIV,2018,1355409,35667,Diesel,Individual,Manual,First Owner
Mercedes-Benz E-Class 280 CDI Elegance,2009,808118,102008,Diesel,Dealer,Automatic,First Owner
Maruti Zen LX - BS III,2005,74714,113984,Petrol,Individual,Manual,First Owner
Maruti Alto LXi BSIII,2012,222927,23193,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 VTVT S,2013,820978,28212,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2T XE,2016,312954,66629,Petrol,Individual,Manual,Second Owner
Maruti Alto 800 VXI,2018,154699,51278,Petrol,Individual,Manual,First Owner
Honda City i DTec V,2018,993570,45218,Diesel,Individual,Manual,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,2018,3386975,64097,Diesel,Individual,Automatic,First Owner
Chevrolet Beat Diesel LS,2010,148026,46940,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2012,960636,93718,Diesel,Dealer,Manual,Second Owner
Hyundai i10 Magna,2014,225014,52122,Petrol,Dealer,Manual,First Owner
Mahindra Scorpio S6 Plus 7 Seater,2013,913609,51231,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2020,506149,4882,Petrol,Individual,Manual,First Owner
Honda City 1.5 V MT,2009,237544,60890,Petrol,Individual,Manual,Third Owner
Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,841212,35292,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,292611,83774,Diesel,Individual,Manual,First Owner
Tata Manza Club Class Quadrajet90 LS,2015,195264,91310,Diesel,Individual,Manual,First Owner
Toyota Fortuner 4x2 AT,2016,2629325,42984,Diesel,Trustmark Dealer,Automatic,First Owner
Hyundai Santro LP zipPlus,2004,78266,75165,Petrol,Individual,Manual,Second Owner
Mahindra Bolero Power Plus SLX,2020,960116,25514,Diesel,Individual,Manual,First Owner
Ford Aspire Titanium BSIV,2018,446747,91041,Petrol,Dealer,Manual,First Owner
Honda Amaze VX i-VTEC,2020,640881,47209,Petrol,Dealer,Manual,First Owner
Honda Amaze S i-Dtech,2016,304193,65547,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2017,759158,41231,Diesel,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX Option,2013,454487,51287,Diesel,Dealer,Manual,First Owner
Maruti Omni CNG,2005,41406,86360,CNG,Individual,Manual,Fourth & Above Owner
Tata Zest Revotron 1.2T XE,2020,426742,41639,Petrol,Individual,Manual,First Owner
Honda City 1.5 V AT Exclusive,2007,198244,79511,Petrol,Individual,Automatic,Third Owner
Tata Safari Storme VX Varicor 400,2018,1114120,17172,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2007,215823,53058,Petrol,Individual,Manual,First Owner
Maruti Ciaz ZXi,2017,806597,30440,Petrol,Individual,Manual,First Owner
Hyundai i20 Asta,2010,252712,126470,Petrol,Individual,Manual,Second Owner
Jeep Compass 1.4 Sport Plus BSIV,2017,1365598,9445,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2016,184941,98541,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Magna AT,2016,511219,10765,Petrol,Dealer,Automatic,First Owner
Maruti Ciaz ZDi SHVS,2018,726504,59832,Diesel,Individual,Manual,First Owner
Tata Indigo Grand Petrol,2013,239703,62734,Petrol,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 SLE,2011,328097,64937,Diesel,Dealer,Manual,First Owner
Maruti Alto LX,2007,135418,58219,Petrol,Individual,Manual,Second Owner
Tata Tiago 1.2 Revotron XT,2020,396806,87507,Petrol,Individual,Manual,First Owner
Toyota Innova Crysta 2.4 VX MT BSIV,2017,1257711,73512,Diesel,Individual,Manual,First Owner
Tata Indica GLS BS IV,2011,93478,62853,Petrol,Individual,Manual,First Owner
Maruti Wagon R Stingray VXI,2016,309002,51053,Petrol,Dealer,Manual,First Owner
Hyundai Verna 1.6 VTVT AT S Option,2014,800288,10339,Petrol,Individual,Automatic,First Owner
Ford Figo 1.5P Titanium AT,2019,764492,1931,Petrol,Dealer,Automatic,First Owner
Maruti Alto LXi BSIII,2012,149708,37123,Petrol,Individual,Manual,Second Owner
Maruti Alto LX BSIII,2008,127514,133681,Petrol,Individual,Manual,First Owner
Maruti Swift ZXI BSIV,2014,702640,6231,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Wagon R VXI Plus Optional,2019,366581,16991,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.6 VTVT AT SX Plus,2016,1422266,11028,Petrol,Dealer,Automatic,First Owner
Maruti Swift Vdi BSIII,2012,212768,120199,Diesel,Individual,Manual,Second Owner
Tata Nano Std BSII,2009,34779,57364,Petrol,Individual,Manual,Third Owner
Ford Figo 1.5D Titanium MT,2017,490421,26471,Diesel,Individual,Manual,First Owner
Hyundai Elantra CRDi S,2014,630060,43830,Diesel,Individual,Manual,First Owner
Ford Fiesta Classic 1.4 SXI Duratorq,2006,119051,120432,Diesel,Individual,Manual,Third Owner
Mahindra XUV500 W11 Option AWD,2020,1431174,23414,Diesel,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2014,550601,55822,Diesel,Individual,Manual,First Owner
Renault Fluence 1.5,2014,276562,86674,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing XK (Non-AC),2009,105280,48895,Petrol,Individual,Manual,First Owner
Maruti Alto LXI,2004,64599,4393,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI AGS,2016,368830,23992,Petrol,Dealer,Automatic,First Owner
Mahindra Scorpio 2.6 CRDe,2005,174376,193375,Diesel,Individual,Manual,Second Owner
Maruti Ritz LDi,2014,273518,96102,Diesel,Individual,Manual,Third Owner
Maruti Ritz VDi,2012,223836,80452,Diesel,Individual,Manual,Second Owner
Chevrolet Captiva LT,2008,501438,113840,Diesel,Individual,Manual,First Owner
Nissan Terrano XL Plus 85 PS,2016,463622,98366,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2015,367545,30032,Petrol,Individual,Manual,First Owner
Nissan Terrano XL Plus 85 PS,2016,570147,70629,Diesel,Individual,Manual,Second Owner
Hyundai Santro Magna AMT BSIV,2020,368327,15437,Petrol,Individual,Automatic,First Owner
Mahindra KUV 100 mFALCON D75 K6,2014,422832,20985,Diesel,Individual,Manual,First Owner
Hyundai i20 Active S Diesel,2016,591072,40056,Diesel,Dealer,Manual,First Owner
Datsun GO T Petrol,2015,317546,30525,Petrol,Dealer,Manual,First Owner
Ford Fiesta Titanium 1.5 TDCi,2014,169169,125596,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,2010,189372,84375,Diesel,Individual,Manual,Second Owner
BMW 3 Series 320d Luxury Line,2015,2112339,24625,Diesel,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,2017,594142,90162,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2018,451793,32190,Petrol,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2012,94510,71244,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna LPG,2012,261408,26250,LPG,Individual,Manual,First Owner
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2012,292474,373309,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio SLE BSIV,2008,416381,89779,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 SXi TDCi,2010,86265,200324,Diesel,Individual,Manual,Second Owner
Hyundai Getz 1.3 GLS,2007,230979,46439,Petrol,Individual,Manual,First Owner
Honda Amaze VX i-DTEC,2016,449377,154847,Diesel,Individual,Manual,Second Owner
Chevrolet Tavera LT L1 7 Seats BSIII,2007,136105,177244,Diesel,Individual,Manual,Third Owner
Maruti S-Cross Zeta DDiS 200 SH,2014,710501,46110,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai i20 1.2 Asta,2013,361832,62963,Petrol,Dealer,Manual,First Owner
Hyundai Santro Xing XL eRLX Euro III,2005,107255,68085,Petrol,Dealer,Manual,Second Owner
Hyundai i20 1.4 CRDi Magna,2011,251164,72275,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,2013,482158,44417,Diesel,Dealer,Manual,First Owner
Mahindra Scorpio 2.6 CRDe SLE,2009,464808,52681,Diesel,Individual,Manual,First Owner
Nissan Micra Diesel XV Primo,2013,226960,120991,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2010,111082,136361,Petrol,Individual,Manual,First Owner
Hyundai Santro LP zipPlus,2002,70804,57160,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BSIII,2003,68550,89230,Petrol,Individual,Manual,Second Owner
Maruti S-Cross Alpha DDiS 200 SH,2016,1049016,31542,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT SX,2014,760368,63621,Petrol,Trustmark Dealer,Manual,First Owner
Chevrolet Spark 1.0,2012,81414,72564,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012,353318,112655,Diesel,Individual,Manual,First Owner
Chevrolet Aveo 1.4 CNG,2010,234179,85501,CNG,Individual,Manual,First Owner
Maruti Celerio ZXI,2018,503557,19418,Petrol,Dealer,Manual,First Owner
Maruti Wagon R LXI BS IV,2008,102393,50216,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 V Diesel 8-seater,2009,680504,185298,Diesel,Individual,Manual,Third Owner
Maruti Ciaz 1.4 Zeta,2019,642197,44683,Petrol,Individual,Manual,First Owner
Honda City i-VTEC SV,2012,758569,18411,Petrol,Dealer,Manual,First Owner
Honda City 1.5 V MT,2012,419757,52449,Petrol,Dealer,Manual,Second Owner
Hyundai EON D Lite,2018,229663,29199,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2013,1097815,113716,Diesel,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa Base,2016,310408,68688,Petrol,Individual,Manual,Second Owner
Skoda Fabia 1.2 TDI Active,2011,296336,51077,Diesel,Individual,Manual,Second Owner
Honda Civic 1.8 V AT,2007,195491,47821,Petrol,Individual,Automatic,Second Owner
Tata Indigo LS,2011,90271,21096,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2010,159813,42514,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire 1.2 Vxi BSIV,2014,362645,85260,Petrol,Individual,Manual,Second Owner
Tata Indigo LX Dicor,2009,132598,43466,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi 1.6 SX,2015,980778,54682,Diesel,Individual,Manual,First Owner
Maruti Omni 8 Seater BSII,2015,248876,60361,Petrol,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2018,780854,33250,Diesel,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2018,846111,49980,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2015,458090,986,Diesel,Dealer,Manual,Second Owner
Chevrolet Cruze LT,2011,382368,64242,Diesel,Individual,Manual,Second Owner
Fiat Avventura Urban Cross 1.3 Multijet Emotion,2017,645503,32533,Diesel,Dealer,Manual,First Owner
Honda City i-DTEC SV,2013,593516,51619,Diesel,Dealer,Manual,First Owner
Datsun RediGO 1.0 S,2019,208066,13297,Petrol,Dealer,Manual,Second Owner
Maruti Esteem Vxi,2005,90557,91077,Petrol,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL,2018,574212,33312,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,2011,255195,95667,Diesel,Individual,Manual,Second Owner
Hyundai Elite i20 Sportz Plus BSIV,2020,764344,9756,Petrol,Individual,Manual,First Owner
Tata Nano Twist XT,2017,72551,56824,Petrol,Individual,Manual,First Owner
Renault KWID 1.0 RXL,2017,295627,44122,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus ZLX,2016,706150,29270,Diesel,Individual,Manual,First Owner
Ford Fiesta 1.4 ZXi TDCi ABS,2007,147979,98435,Diesel,Individual,Manual,Second Owner
Nissan Sunny Diesel XL,2011,286017,122468,Diesel,Individual,Manual,First Owner
Maruti SX4 Vxi BSIV,2012,213455,110473,Petrol,Individual,Manual,Second Owner
Maruti Esteem AX,1998,81482,64950,Petrol,Individual,Automatic,First Owner
Volkswagen Polo Petrol Highline 1.2L,2009,211129,41470,Petrol,Dealer,Manual,Second Owner
Tata Xenon XT EX 4X2,2015,318677,91571,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2008,50817,136779,Petrol,Individual,Manual,Third Owner
Ford EcoSport 1.5 Diesel Trend BSIV,2018,754567,43195,Diesel,Individual,Manual,First Owner
Ford Endeavour 3.2 Titanium AT 4X4,2018,3004901,21943,Diesel,Individual,Automatic,First Owner
Mahindra Scorpio VLX 2WD ABS AT BSIII,2010,363022,154706,Diesel,Individual,Automatic,Third Owner
Renault Duster 110PS Diesel RxZ,2015,482844,109580,Diesel,Individual,Manual,First Owner
Ford Figo 1.5D Titanium Opt MT,2014,464354,56191,Diesel,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2019,330586,17266,Petrol,Individual,Manual,First Owner
Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,2014,680092,24465,Petrol,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL Plus,2012,273034,67007,Diesel,Individual,Manual,Second Owner
Maruti Wagon R AMT VXI Option,2017,397774,15441,Petrol,Individual,Automatic,First Owner
Honda Amaze SX i-VTEC,2014,525589,75590,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,905998,20645,Diesel,Dealer,Manual,First Owner
Renault Duster 85PS Diesel RxL Optional,2013,635648,113195,Diesel,Individual,Manual,First Owner
Fiat Punto 1.4 Emotion,2011,149766,104561,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Baleno Vxi,2007,72725,131076,Petrol,Individual,Manual,Third Owner
Chevrolet Cruze LTZ,2011,234453,70979,Diesel,Individual,Manual,First Owner
Tata Safari Storme VX Varicor 400,2017,902966,82299,Diesel,Individual,Manual,First Owner
Fiat Punto 1.4 Emotion,2012,173525,85010,Petrol,Individual,Manual,Fourth & Above Owner
Chevrolet Beat LT,2016,343822,39300,Petrol,Individual,Manual,First Owner
Maruti Ignis 1.2 Delta BSIV,2018,536862,12784,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2009,286378,120894,Diesel,Individual,Manual,Second Owner
Tata Manza Aura (ABS) Quadrajet BS IV,2011,207618,122894,Diesel,Individual,Manual,Second Owner
Mahindra Bolero SLX,2013,158156,69922,Diesel,Individual,Manual,Third Owner
Honda Mobilio V i DTEC,2015,270147,151736,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W7 BSIV,2017,1223290,21805,Diesel,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,2019,568673,10775,Petrol,Individual,Manual,First Owner
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2015,678419,19778,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 AT W10 1.99 mHawk,2018,1072487,68532,Diesel,Dealer,Automatic,First Owner
Maruti Swift Dzire LDI,2017,546999,38068,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,2011,154243,127433,Diesel,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2010,182659,37295,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2016,321773,19980,Petrol,Dealer,Manual,First Owner
Hyundai EON Magna Plus,2019,334483,6224,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo Sports,2008,149226,124554,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Magna AT,2015,476764,11216,Petrol,Dealer,Automatic,First Owner
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,750117,97505,Diesel,Individual,Automatic,First Owner
Hyundai i10 Magna 1.1,2010,160168,79156,Petrol,Individual,Manual,Third Owner
Volkswagen Jetta 1.9 TDI Comfortline DSG,2007,244425,134187,Diesel,Individual,Automatic,First Owner
Mahindra Scorpio 1.99 S10,2015,162759,62107,Diesel,Individual,Manual,Second Owner
Volkswagen Jetta 2.0L TDI Highline,2015,847605,58310,Diesel,Dealer,Manual,First Owner
Maruti Wagon R LX BSIII,2009,99944,109331,Petrol,Individual,Manual,First Owner
Tata Indica Vista TDI LS,2009,172792,103937,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2018,480457,28594,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2012,97522,26898,Petrol,Individual,Manual,Second Owner
